"Work Master
Code",Discipline,Code,Description,Code,Description,Code,Description,Code,L04,Code,L05,Code,L06,Code,L07,Code,L08,Code,L09,Code,L10,Code,L11,B01,B02,B03,B04,B05,B06,B07,B08,B09,UoM1,UoM2,"Work Group
Code","Work Master
Code"
A04AT198-00003,AR,A04,Finishing Work,AT,Plastering Work,198,Plastering,,,,,,,,,14,for Exposed Conc. Surface,,,,,,,,THK=(  )mm,,,,,,,,M2,M2,A04AT198,A04AT198-00003
A04AV205-00001,AR,A04,Finishing Work,AV,Misc. Work,205,Roof Drain (for Building),DQ,Cast Iron Type,,,,,,,,,,,,,56,DIA=100mm,,,,,,,,,,EA,EA,A04AV205,A04AV205-00001
A04AV205-00002,AR,A04,Finishing Work,AV,Misc. Work,205,Roof Drain (for Building),DQ,Cast Iron Type,,,,,,,,,,,,,57,DIA=150mm,,,,,,,,,,EA,EA,A04AV205,A04AV205-00002
A04AV205-00003,AR,A04,Finishing Work,AV,Misc. Work,205,Roof Drain (for Building),DQ,Cast Iron Type,,,,,,,,,,,,,58,DIA=200mm,,,,,,,,,,EA,EA,A04AV205,A04AV205-00003
A04AV205-00004,AR,A04,Finishing Work,AV,Misc. Work,205,Roof Drain (for Building),DQ,Cast Iron Type,,,,,,,,,,,,,59,DIA=250mm,,,,,,,,,,EA,EA,A04AV205,A04AV205-00004
A04AV205-00005,AR,A04,Finishing Work,AV,Misc. Work,205,Roof Drain (for Building),29,PVC Type,,,,,,,,,,,,,56,DIA=100mm,,,,,,,,,,EA,EA,A04AV205,A04AV205-00005
A04AV205-00006,AR,A04,Finishing Work,AV,Misc. Work,205,Roof Drain (for Building),29,PVC Type,,,,,,,,,,,,,57,DIA=150mm,,,,,,,,,,EA,EA,A04AV205,A04AV205-00006
A04AV205-00007,AR,A04,Finishing Work,AV,Misc. Work,205,Roof Drain (for Building),29,PVC Type,,,,,,,,,,,,,58,DIA=200mm,,,,,,,,,,EA,EA,A04AV205,A04AV205-00007
A04AV205-00008,AR,A04,Finishing Work,AV,Misc. Work,205,Roof Drain (for Building),29,PVC Type,,,,,,,,,,,,,59,DIA=250mm,,,,,,,,,,EA,EA,A04AV205,A04AV205-00008
A04AV205-00009,AR,A04,Finishing Work,AV,Misc. Work,205,Roof Drain (for Building),30,Stainless Steel Type,,,,,,,,,,,,,56,DIA=100mm,,,,,,,,,,EA,EA,A04AV205,A04AV205-00009
A04AV205-00010,AR,A04,Finishing Work,AV,Misc. Work,205,Roof Drain (for Building),30,Stainless Steel Type,,,,,,,,,,,,,57,DIA=150mm,,,,,,,,,,EA,EA,A04AV205,A04AV205-00010
A04AV205-00011,AR,A04,Finishing Work,AV,Misc. Work,205,Roof Drain (for Building),30,Stainless Steel Type,,,,,,,,,,,,,58,DIA=200mm,,,,,,,,,,EA,EA,A04AV205,A04AV205-00011
A04AV205-00012,AR,A04,Finishing Work,AV,Misc. Work,205,Roof Drain (for Building),30,Stainless Steel Type,,,,,,,,,,,,,59,DIA=250mm,,,,,,,,,,EA,EA,A04AV205,A04AV205-00012
A04AV206-00001,AR,A04,Finishing Work,AV,Misc. Work,206,Roof Drain (for Shelter),DQ,Cast Iron Type,,,,,,,,,,,,,56,DIA=100mm,,,,,,,,,,EA,EA,A04AV206,A04AV206-00001
A04AV206-00002,AR,A04,Finishing Work,AV,Misc. Work,206,Roof Drain (for Shelter),DQ,Cast Iron Type,,,,,,,,,,,,,57,DIA=150mm,,,,,,,,,,EA,EA,A04AV206,A04AV206-00002
A04AV206-00003,AR,A04,Finishing Work,AV,Misc. Work,206,Roof Drain (for Shelter),DQ,Cast Iron Type,,,,,,,,,,,,,58,DIA=200mm,,,,,,,,,,EA,EA,A04AV206,A04AV206-00003
A04AV206-00004,AR,A04,Finishing Work,AV,Misc. Work,206,Roof Drain (for Shelter),DQ,Cast Iron Type,,,,,,,,,,,,,59,DIA=250mm,,,,,,,,,,EA,EA,A04AV206,A04AV206-00004
A04AV206-00005,AR,A04,Finishing Work,AV,Misc. Work,206,Roof Drain (for Shelter),29,PVC Type,,,,,,,,,,,,,56,DIA=100mm,,,,,,,,,,EA,EA,A04AV206,A04AV206-00005
A04AV206-00006,AR,A04,Finishing Work,AV,Misc. Work,206,Roof Drain (for Shelter),29,PVC Type,,,,,,,,,,,,,57,DIA=150mm,,,,,,,,,,EA,EA,A04AV206,A04AV206-00006
A04AV206-00007,AR,A04,Finishing Work,AV,Misc. Work,206,Roof Drain (for Shelter),29,PVC Type,,,,,,,,,,,,,58,DIA=200mm,,,,,,,,,,EA,EA,A04AV206,A04AV206-00007
A04AV206-00008,AR,A04,Finishing Work,AV,Misc. Work,206,Roof Drain (for Shelter),29,PVC Type,,,,,,,,,,,,,59,DIA=250mm,,,,,,,,,,EA,EA,A04AV206,A04AV206-00008
A04AV206-00009,AR,A04,Finishing Work,AV,Misc. Work,206,Roof Drain (for Shelter),30,Stainless Steel Type,,,,,,,,,,,,,56,DIA=100mm,,,,,,,,,,EA,EA,A04AV206,A04AV206-00009
A04AV206-00010,AR,A04,Finishing Work,AV,Misc. Work,206,Roof Drain (for Shelter),30,Stainless Steel Type,,,,,,,,,,,,,57,DIA=150mm,,,,,,,,,,EA,EA,A04AV206,A04AV206-00010
A04AV206-00011,AR,A04,Finishing Work,AV,Misc. Work,206,Roof Drain (for Shelter),30,Stainless Steel Type,,,,,,,,,,,,,58,DIA=200mm,,,,,,,,,,EA,EA,A04AV206,A04AV206-00011
A04AV206-00012,AR,A04,Finishing Work,AV,Misc. Work,206,Roof Drain (for Shelter),30,Stainless Steel Type,,,,,,,,,,,,,59,DIA=250mm,,,,,,,,,,EA,EA,A04AV206,A04AV206-00012
A04AV207-00001,AR,A04,Finishing Work,AV,Misc. Work,207,Downspout,DR,Galvanized Steel Type,,,,,,,,,34,w/ Fixing Accessories,,,56,DIA=100mm,,,,,,,,,,M,M,A04AV207,A04AV207-00001
A04AV207-00002,AR,A04,Finishing Work,AV,Misc. Work,207,Downspout,DR,Galvanized Steel Type,,,,,,,,,34,w/ Fixing Accessories,,,57,DIA=150mm,,,,,,,,,,M,M,A04AV207,A04AV207-00002
A04AV207-00003,AR,A04,Finishing Work,AV,Misc. Work,207,Downspout,DR,Galvanized Steel Type,,,,,,,,,34,w/ Fixing Accessories,,,58,DIA=200mm,,,,,,,,,,M,M,A04AV207,A04AV207-00003
A04AV207-00004,AR,A04,Finishing Work,AV,Misc. Work,207,Downspout,DR,Galvanized Steel Type,,,,,,,,,34,w/ Fixing Accessories,,,59,DIA=250mm,,,,,,,,,,M,M,A04AV207,A04AV207-00004
A04AV207-00005,AR,A04,Finishing Work,AV,Misc. Work,207,Downspout,29,PVC Type,,,,,,,,,34,w/ Fixing Accessories,,,56,DIA=100mm,,,,,,,,,,M,M,A04AV207,A04AV207-00005
A04AV207-00006,AR,A04,Finishing Work,AV,Misc. Work,207,Downspout,29,PVC Type,,,,,,,,,34,w/ Fixing Accessories,,,57,DIA=150mm,,,,,,,,,,M,M,A04AV207,A04AV207-00006
A04AV207-00007,AR,A04,Finishing Work,AV,Misc. Work,207,Downspout,29,PVC Type,,,,,,,,,34,w/ Fixing Accessories,,,58,DIA=200mm,,,,,,,,,,M,M,A04AV207,A04AV207-00007
A04AV207-00008,AR,A04,Finishing Work,AV,Misc. Work,207,Downspout,29,PVC Type,,,,,,,,,34,w/ Fixing Accessories,,,59,DIA=250mm,,,,,,,,,,M,M,A04AV207,A04AV207-00008
A04AV207-00009,AR,A04,Finishing Work,AV,Misc. Work,207,Downspout,30,Stainless Steel Type,,,,,,,,,34,w/ Fixing Accessories,,,56,DIA=100mm,,,,,,,,,,M,M,A04AV207,A04AV207-00009
A04AV207-00010,AR,A04,Finishing Work,AV,Misc. Work,207,Downspout,30,Stainless Steel Type,,,,,,,,,34,w/ Fixing Accessories,,,57,DIA=150mm,,,,,,,,,,M,M,A04AV207,A04AV207-00010
A04AV207-00011,AR,A04,Finishing Work,AV,Misc. Work,207,Downspout,30,Stainless Steel Type,,,,,,,,,34,w/ Fixing Accessories,,,58,DIA=200mm,,,,,,,,,,M,M,A04AV207,A04AV207-00011
A04AV207-00012,AR,A04,Finishing Work,AV,Misc. Work,207,Downspout,30,Stainless Steel Type,,,,,,,,,34,w/ Fixing Accessories,,,59,DIA=250mm,,,,,,,,,,M,M,A04AV207,A04AV207-00012
A04AV208-00001,AR,A04,Finishing Work,AV,Misc. Work,208,Water Collection Box,DR,Galvanized Steel Type,,,,,,,,,34,w/ Fixing Accessories,,,,,,,,,,,,,,EA,EA,A04AV208,A04AV208-00001
A04AV208-00002,AR,A04,Finishing Work,AV,Misc. Work,208,Water Collection Box,29,PVC Type,,,,,,,,,34,w/ Fixing Accessories,,,,,,,,,,,,,,EA,EA,A04AV208,A04AV208-00002
A04AV208-00003,AR,A04,Finishing Work,AV,Misc. Work,208,Water Collection Box,30,Stainless Steel Type,,,,,,,,,34,w/ Fixing Accessories,,,,,,,,,,,,,,EA,EA,A04AV208,A04AV208-00003
A04AV209-00001,AR,A04,Finishing Work,AV,Misc. Work,209,Splash Block,DS,Precast Concrete Block Type,,,,,,,,,,,,,,,,,,,,,,,,EA,EA,A04AV209,A04AV209-00001
A04AV210-00001,AR,A04,Finishing Work,AV,Misc. Work,210,Natural Ventilator,,,,,,,,,,,34,w/ Fixing Accessories,,,61,400mm≤DIA<600mm,,DIA=(  )mm,,,,,,,,EA,EA,A04AV210,A04AV210-00001
A04AV210-00002,AR,A04,Finishing Work,AV,Misc. Work,210,Natural Ventilator,,,,,,,,,,,34,w/ Fixing Accessories,,,62,600mm≤DIA<800mm,,DIA=(  )mm,,,,,,,,EA,EA,A04AV210,A04AV210-00002
A04AV210-00003,AR,A04,Finishing Work,AV,Misc. Work,210,Natural Ventilator,,,,,,,,,,,34,w/ Fixing Accessories,,,63,800mm≤DIA<1000mm,,DIA=(  )mm,,,,,,,,EA,EA,A04AV210,A04AV210-00003
A04AV210-00004,AR,A04,Finishing Work,AV,Misc. Work,210,Natural Ventilator,,,,,,,,,,,34,w/ Fixing Accessories,,,64,1000mm≤DIA,,DIA=(  )mm,,,,,,,,EA,EA,A04AV210,A04AV210-00004
A04AV211-00001,AR,A04,Finishing Work,AV,Misc. Work,211,Manhole Cover,DT,Round Cast Iron Cover w/Frame,,,,,,,,,49,Heavy Duty Type,,,60,DIA=600mm,,,,,,,,,,EA,EA,A04AV211,A04AV211-00001
A04AV212-00001,AR,A04,Finishing Work,AV,Misc. Work,212,Chain Link Fence (Fixed Type),DU,Self-Standing Type w/ Steel Frame,,,,,,,,,34,w/ Fixing Accessories,,,69,1500mm≤H<2000mm,,H=(  )mm,,,,,,,,M,M,A04AV212,A04AV212-00001
A04AV212-00002,AR,A04,Finishing Work,AV,Misc. Work,212,Chain Link Fence (Fixed Type),DU,Self-Standing Type w/ Steel Frame,,,,,,,,,34,w/ Fixing Accessories,,,70,2000mm≤H<2500mm,,H=(  )mm,,,,,,,,M,M,A04AV212,A04AV212-00002
A04AV212-00003,AR,A04,Finishing Work,AV,Misc. Work,212,Chain Link Fence (Fixed Type),DU,Self-Standing Type w/ Steel Frame,,,,,,,,,34,w/ Fixing Accessories,,,71,2500mm≤H<3000mm,,H=(  )mm,,,,,,,,M,M,A04AV212,A04AV212-00003
A04AV212-00004,AR,A04,Finishing Work,AV,Misc. Work,212,Chain Link Fence (Fixed Type),DU,Self-Standing Type w/ Steel Frame,,,,,,,,,34,w/ Fixing Accessories,,,72,3000mm≤H<3500mm,,H=(  )mm,,,,,,,,M,M,A04AV212,A04AV212-00004
A04AV212-00005,AR,A04,Finishing Work,AV,Misc. Work,212,Chain Link Fence (Fixed Type),DV,Self-Standing Type w/ Stainless Steel Frame,,,,,,,,,34,w/ Fixing Accessories,,,69,1500mm≤H<2000mm,,H=(  )mm,,,,,,,,M,M,A04AV212,A04AV212-00005
A04AV212-00006,AR,A04,Finishing Work,AV,Misc. Work,212,Chain Link Fence (Fixed Type),DV,Self-Standing Type w/ Stainless Steel Frame,,,,,,,,,34,w/ Fixing Accessories,,,70,2000mm≤H<2500mm,,H=(  )mm,,,,,,,,M,M,A04AV212,A04AV212-00006
A04AV212-00007,AR,A04,Finishing Work,AV,Misc. Work,212,Chain Link Fence (Fixed Type),DV,Self-Standing Type w/ Stainless Steel Frame,,,,,,,,,34,w/ Fixing Accessories,,,71,2500mm≤H<3000mm,,H=(  )mm,,,,,,,,M,M,A04AV212,A04AV212-00007
A04AV212-00008,AR,A04,Finishing Work,AV,Misc. Work,212,Chain Link Fence (Fixed Type),DV,Self-Standing Type w/ Stainless Steel Frame,,,,,,,,,34,w/ Fixing Accessories,,,72,3000mm≤H<3500mm,,H=(  )mm,,,,,,,,M,M,A04AV212,A04AV212-00008
A04AV213-00001,AR,A04,Finishing Work,AV,Misc. Work,213,Chain Link Fence (Removable Type),DU,Self-Standing Type w/ Steel Frame,,,,,,,,,34,w/ Fixing Accessories,,,69,1500mm≤H<2000mm,,H=(  )mm,,,,,,,,M,M,A04AV213,A04AV213-00001
A04AV213-00002,AR,A04,Finishing Work,AV,Misc. Work,213,Chain Link Fence (Removable Type),DU,Self-Standing Type w/ Steel Frame,,,,,,,,,34,w/ Fixing Accessories,,,70,2000mm≤H<2500mm,,H=(  )mm,,,,,,,,M,M,A04AV213,A04AV213-00002
A04AV213-00003,AR,A04,Finishing Work,AV,Misc. Work,213,Chain Link Fence (Removable Type),DU,Self-Standing Type w/ Steel Frame,,,,,,,,,34,w/ Fixing Accessories,,,71,2500mm≤H<3000mm,,H=(  )mm,,,,,,,,M,M,A04AV213,A04AV213-00003
A04AV213-00004,AR,A04,Finishing Work,AV,Misc. Work,213,Chain Link Fence (Removable Type),DU,Self-Standing Type w/ Steel Frame,,,,,,,,,34,w/ Fixing Accessories,,,72,3000mm≤H<3500mm,,H=(  )mm,,,,,,,,M,M,A04AV213,A04AV213-00004
A04AV213-00005,AR,A04,Finishing Work,AV,Misc. Work,213,Chain Link Fence (Removable Type),DW,Frame Type w/ Steel Frame,,,,,,,17,for Cable Room,34,w/ Fixing Accessories,,,69,1500mm≤H<2000mm,,H=(  )mm,,,,,,,,M,M,A04AV213,A04AV213-00005
A04AV213-00006,AR,A04,Finishing Work,AV,Misc. Work,213,Chain Link Fence (Removable Type),DW,Frame Type w/ Steel Frame,,,,,,,17,for Cable Room,34,w/ Fixing Accessories,,,70,2000mm≤H<2500mm,,H=(  )mm,,,,,,,,M,M,A04AV213,A04AV213-00006
A04AV213-00007,AR,A04,Finishing Work,AV,Misc. Work,213,Chain Link Fence (Removable Type),DW,Frame Type w/ Steel Frame,,,,,,,17,for Cable Room,34,w/ Fixing Accessories,,,71,2500mm≤H<3000mm,,H=(  )mm,,,,,,,,M,M,A04AV213,A04AV213-00007
A04AV213-00008,AR,A04,Finishing Work,AV,Misc. Work,213,Chain Link Fence (Removable Type),DW,Frame Type w/ Steel Frame,,,,,,,17,for Cable Room,34,w/ Fixing Accessories,,,72,3000mm≤H<3500mm,,H=(  )mm,,,,,,,,M,M,A04AV213,A04AV213-00008
A04AV214-00001,AR,A04,Finishing Work,AV,Misc. Work,214,Chain Link Fence Single Gate,EA,"Self-Standing Type, Single",,,,,,,,,50,"w/ Frame, Fixing Accessories",,,,,,W x H=(  )mm x (  )mm,,,,,,,,EA,EA,A04AV214,A04AV214-00001
A04AV214-00002,AR,A04,Finishing Work,AV,Misc. Work,214,Chain Link Fence Single Gate,EC,"Frame Type, Single",,,,,,,,,50,"w/ Frame, Fixing Accessories",,,,,,W x H=(  )mm x (  )mm,,,,,,,,EA,EA,A04AV214,A04AV214-00002
A04AV215-00001,AR,A04,Finishing Work,AV,Misc. Work,215,Chain Link Fence Double Gate,EB,"Self-Standing Type, Double",,,,,,,,,50,"w/ Frame, Fixing Accessories",,,,,,W x H=(  )mm x (  )mm,,,,,,,,EA,EA,A04AV215,A04AV215-00001
A04AV215-00002,AR,A04,Finishing Work,AV,Misc. Work,215,Chain Link Fence Double Gate,ED,"Frame Type, Double",,,,,,,,,50,"w/ Frame, Fixing Accessories",,,,,,W x H=(  )mm x (  )mm,,,,,,,,EA,EA,A04AV215,A04AV215-00002
A04AV216-00001,AR,A04,Finishing Work,AV,Misc. Work,216,Metal Louvered Fence,DU,Self-Standing Type w/ Steel Frame,,,,,,,,,34,w/ Fixing Accessories,,,,,,H=(   )mm,,,,,,,,M,M,A04AV216,A04AV216-00001
A04AV216-00002,AR,A04,Finishing Work,AV,Misc. Work,216,Metal Louvered Fence,EE,Self-Standing Type w/ Galv. Steel Frame,,,,,,,,,34,w/ Fixing Accessories,,,,,,H=(   )mm,,,,,,,,M,M,A04AV216,A04AV216-00002
A04AV216-00003,AR,A04,Finishing Work,AV,Misc. Work,216,Metal Louvered Fence,EF,Self-Standing Type w/ Aluminum Frame,,,,,,,,,34,w/ Fixing Accessories,,,,,,H=(   )mm,,,,,,,,M,M,A04AV216,A04AV216-00003
A04AV217-00001,AR,A04,Finishing Work,AV,Misc. Work,217,Metal Louvered Fence Single Gate,DU,Self-Standing Type w/ Steel Frame,,,,,,,,,50,"w/ Frame, Fixing Accessories",,,,,,W x H=(  )mm x (  )mm,,,,,,,,EA,EA,A04AV217,A04AV217-00001
A04AV217-00002,AR,A04,Finishing Work,AV,Misc. Work,217,Metal Louvered Fence Single Gate,EE,Self-Standing Type w/ Galv. Steel Frame,,,,,,,,,50,"w/ Frame, Fixing Accessories",,,,,,W x H=(  )mm x (  )mm,,,,,,,,EA,EA,A04AV217,A04AV217-00002
A04AV217-00003,AR,A04,Finishing Work,AV,Misc. Work,217,Metal Louvered Fence Single Gate,EF,Self-Standing Type w/ Aluminum Frame,,,,,,,,,50,"w/ Frame, Fixing Accessories",,,,,,W x H=(  )mm x (  )mm,,,,,,,,EA,EA,A04AV217,A04AV217-00003
A04AV218-00001,AR,A04,Finishing Work,AV,Misc. Work,218,Metal Louvered Fence Double Gate,DU,Self-Standing Type w/ Steel Frame,,,,,,,,,50,"w/ Frame, Fixing Accessories",,,,,,W x H=(  )mm x (  )mm,,,,,,,,EA,EA,A04AV218,A04AV218-00001
A04AV218-00002,AR,A04,Finishing Work,AV,Misc. Work,218,Metal Louvered Fence Double Gate,EE,Self-Standing Type w/ Galv. Steel Frame,,,,,,,,,50,"w/ Frame, Fixing Accessories",,,,,,W x H=(  )mm x (  )mm,,,,,,,,EA,EA,A04AV218,A04AV218-00002
A04AV218-00003,AR,A04,Finishing Work,AV,Misc. Work,218,Metal Louvered Fence Double Gate,EF,Self-Standing Type w/ Aluminum Frame,,,,,,,,,50,"w/ Frame, Fixing Accessories",,,,,,W x H=(  )mm x (  )mm,,,,,,,,EA,EA,A04AV218,A04AV218-00003
A04AV219-00001,AR,A04,Finishing Work,AV,Misc. Work,219,Steel Bollard,EG,Fixed Type,,,,,,,,,51,"w/ Paint, Concrete Fill",,,,,,DIA=(  )mm / H=(  )mm,,,,,,,,EA,EA,A04AV219,A04AV219-00001
A04AV219-00002,AR,A04,Finishing Work,AV,Misc. Work,219,Steel Bollard,EH,Removable Type,,,,,,,,,51,"w/ Paint, Concrete Fill",,,,,,DIA=(  )mm / H=(  )mm,,,,,,,,EA,EA,A04AV219,A04AV219-00002
A04AV220-00001,AR,A04,Finishing Work,AV,Misc. Work,220,Building Signage,,,,,,,,,,,,,,,,,,,,,,,,,,SET,SET,A04AV220,A04AV220-00001
A04AV221-00001,AR,A04,Finishing Work,AV,Misc. Work,221,Room Signage,,,,,,,,,,,,,,,,,,,,,,,,,,SET,SET,A04AV221,A04AV221-00001
A04AV222-00001,AR,A04,Finishing Work,AV,Misc. Work,222,Turnstile,,,,,,,,,,,50,"w/ Frame, Fixing Accessories",,,,,,,,,,,,,,SET,SET,A04AV222,A04AV222-00001
A04AV223-00001,AR,A04,Finishing Work,AV,Misc. Work,223,Wheel Stop,EJ,Concrete Type,,,,,,,,,52,"w/ Painting, Fixing Accessories",,,,,,,,,,,,,,EA,EA,A04AV223,A04AV223-00001
A04AV223-00002,AR,A04,Finishing Work,AV,Misc. Work,223,Wheel Stop,EK,Rubber Type,,,,,,,,,34,w/ Fixing Accessories,,,,,,,,,,,,,,EA,EA,A04AV223,A04AV223-00002
A04AV224-00001,AR,A04,Finishing Work,AV,Misc. Work,224,Mirror,EL,"Stainless Steel, Surface Mounted Type",,,,,,,,,,,,,,,,W x H=(  )mm x (  )mm,,,,,,,,EA,EA,A04AV224,A04AV224-00001
A04AV225-00001,AR,A04,Finishing Work,AV,Misc. Work,225,Mirror w/ Shelf,EL,"Stainless Steel, Surface Mounted Type",,,,,,,,,,,,,,,,W x H=(  )mm x (  )mm,,,,,,,,EA,EA,A04AV225,A04AV225-00001
A04AV226-00001,AR,A04,Finishing Work,AV,Misc. Work,226,Liquid Soap Dispensers,EL,"Stainless Steel, Surface Mounted Type",,,,,,,,,,,,,,,,,,,,,,,,EA,EA,A04AV226,A04AV226-00001
A04AV227-00001,AR,A04,Finishing Work,AV,Misc. Work,227,Soap Dish,EL,"Stainless Steel, Surface Mounted Type",,,,,,,,,,,,,,,,,,,,,,,,EA,EA,A04AV227,A04AV227-00001
A04AV228-00001,AR,A04,Finishing Work,AV,Misc. Work,228,Towel Bar,EL,"Stainless Steel, Surface Mounted Type",,,,,,,,,,,,,,,,,,,,,,,,EA,EA,A04AV228,A04AV228-00001
A04AV229-00001,AR,A04,Finishing Work,AV,Misc. Work,229,Coat & Hat Hooks,EL,"Stainless Steel, Surface Mounted Type",,,,,,,,,,,,,,,,,,,,,,,,EA,EA,A04AV229,A04AV229-00001
A04AV230-00001,AR,A04,Finishing Work,AV,Misc. Work,230,Electric Hand Dryer,EM,Surface Mounted Type,,,,,,,,,,,,,,,,,,,,,,,,EA,EA,A04AV230,A04AV230-00001
A04AV231-00001,AR,A04,Finishing Work,AV,Misc. Work,231,Paper Tower Dispenser,EL,"Stainless Steel, Surface Mounted Type",,,,,,,,,,,,,,,,,,,,,,,,EA,EA,A04AV231,A04AV231-00001
A04AV232-00001,AR,A04,Finishing Work,AV,Misc. Work,232,Paper Towel Dispenser and Waste Receptacle,EN,"Stainless Steel, Recessed Type",,,,,,,,,,,,,,,,,,,,,,,,EA,EA,A04AV232,A04AV232-00001
A04AV233-00001,AR,A04,Finishing Work,AV,Misc. Work,233,Toilet Tissue Dispenser,EL,"Stainless Steel, Surface Mounted Type",,,,,,,,,,,,,,,,,,,,,,,,EA,EA,A04AV233,A04AV233-00001
A04AV234-00001,AR,A04,Finishing Work,AV,Misc. Work,234,Grease Traps,EP,"Stainless Steel, Embedded Type",,,,,,,,,,,,,,,,,,,,,,,,EA,EA,A04AV234,A04AV234-00001
A04AV235-00001,AR,A04,Finishing Work,AV,Misc. Work,235,Shelves,EL,"Stainless Steel, Surface Mounted Type",,,,,,,,,,,,,,,,,,,,,,,,EA,EA,A04AV235,A04AV235-00001
A04AV236-00001,AR,A04,Finishing Work,AV,Misc. Work,236,Shower Curtain and Curtain Rod,,,,,,,,,,,,,,,,,,,,,,,,,,EA,EA,A04AV236,A04AV236-00001
A04AV237-00001,AR,A04,Finishing Work,AV,Misc. Work,237,Waste Bin,BT,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,Capa.=(  )L,,EA,EA,A04AV237,A04AV237-00001
A04AV238-00001,AR,A04,Finishing Work,AV,Misc. Work,238,Toilet Seat-Cover Dispenser,EL,"Stainless Steel, Surface Mounted Type",,,,,,,,,,,,,,,,,,,,,,,,EA,EA,A04AV238,A04AV238-00001
A04AV239-00001,AR,A04,Finishing Work,AV,Misc. Work,239,Ash Tray,EL,"Stainless Steel, Surface Mounted Type",,,,,,,,,,,,,,,,,,,,,,,,EA,EA,A04AV239,A04AV239-00001
A04AV240-00001,AR,A04,Finishing Work,AV,Misc. Work,240,Urinal Partition,,,,,,,,,,,,,,,,,,,,,,,,,,EA,EA,A04AV240,A04AV240-00001
A04AV241-00001,AR,A04,Finishing Work,AV,Misc. Work,241,Septic Tank,EQ,FRP Type,,,,,,,,,53,"Including Excatvation, Installation, Backfilling and Any Other Works to Complete the Work",,,79,10 People≤Capa.<50 People,,,,,,,,Capa.=(  )People,,EA,EA,A04AV241,A04AV241-00001
A04AV241-00002,AR,A04,Finishing Work,AV,Misc. Work,241,Septic Tank,EQ,FRP Type,,,,,,,,,53,"Including Excatvation, Installation, Backfilling and Any Other Works to Complete the Work",,,80,50 People≤Capa.<100 People,,,,,,,,Capa.=(  )People,,EA,EA,A04AV241,A04AV241-00002
A04AV241-00003,AR,A04,Finishing Work,AV,Misc. Work,241,Septic Tank,EQ,FRP Type,,,,,,,,,53,"Including Excatvation, Installation, Backfilling and Any Other Works to Complete the Work",,,81,100 People≤Capa.<150 People,,,,,,,,Capa.=(  )People,,EA,EA,A04AV241,A04AV241-00003
A04AV241-00004,AR,A04,Finishing Work,AV,Misc. Work,241,Septic Tank,EQ,FRP Type,,,,,,,,,53,"Including Excatvation, Installation, Backfilling and Any Other Works to Complete the Work",,,82,150 People≤Capa.,,,,,,,,Capa.=(  )People,,EA,EA,A04AV241,A04AV241-00004
A04AV242-00001,AR,A04,Finishing Work,AV,Misc. Work,242,Feature Water Wall,ER,"w/ Water Circulation System, Accessories",,,,,,,,,,,,,,,,,,,,,,,,M2,M2,A04AV242,A04AV242-00001
A04AV243-00001,AR,A04,Finishing Work,AV,Misc. Work,243,Urinal Sill,,,,,,,,,,,27,w/ Mortar Bond Coat or Adhesive,,,,,,THK=(  )mm / W=(  )mm,,,,,,,,M,M,A04AV243,A04AV243-00001
A04AV244-00001,AR,A04,Finishing Work,AV,Misc. Work,244,Marble Washstand,,,,,,,,,,,27,w/ Mortar Bond Coat or Adhesive,,,,,,THK=(  )mm / W=(  )mm,,,,,,,,M,M,A04AV244,A04AV244-00001
A04AV245-00001,AR,A04,Finishing Work,AV,Misc. Work,245,Column Guard,,,,,,,,,,,,,,,,,,,,,,,,,,EA,EA,A04AV245,A04AV245-00001
A04AV246-00001,AR,A04,Finishing Work,AV,Misc. Work,246,Non Slip Nosing,ES,Adhesive Vinyl/Rubber Type,,,,,,,,,,,,,,,,,,,,,,,,M,M,A04AV246,A04AV246-00001
A04AV246-00002,AR,A04,Finishing Work,AV,Misc. Work,246,Non Slip Nosing,ET,Adhesive PVC Type,,,,,,,,,,,,,,,,,,,,,,,,M,M,A04AV246,A04AV246-00002
A04AV247-00001,AR,A04,Finishing Work,AV,Misc. Work,247,Flashing Cover for Opening,,,,,,,,,,,34,w/ Fixing Accessories,,,,,,,,,,,,,,M2,M2,A04AV247,A04AV247-00001
A04AV248-00001,AR,A04,Finishing Work,AV,Misc. Work,248,Interlocking Block,,,,,,,,,,,54,w/ Sand Bedding,,,,,,,,,,,,,,M2,M2,A04AV248,A04AV248-00001
A04AV249-00001,AR,A04,Finishing Work,AV,Misc. Work,249,Plant Box,,,,,,,,,,,,,,,,,,Size=(  )mm x (  )mm,,,,,,,,EA,EA,A04AV249,A04AV249-00001
A04AV311-00001,AR,A04,Finishing Work,AV,Misc. Work,311,PVC Pipe,,,,,,,,,,,,,,,,,,DIA=(  )mm,,,,,,,,M,M,A04AV311,A04AV311-00001
A04AV312-00001,AR,A04,Finishing Work,AV,Misc. Work,312,Catch Basin (Ready-made),,,,,,,,,,,,,,,,,,W x L x H=(  )mm x (  )mm x (  )mm,,,,,,,,EA,EA,A04AV312,A04AV312-00001
A04AV313-00001,AR,A04,Finishing Work,AV,Misc. Work,313,Safety Rope System,,,,,,,,,15,for Roof,58,"w/ Rope, Supporting Frame, Accessories",,,,,,,,,,,,,,M,M,A04AV313,A04AV313-00001
A04AW250-00001,AR,A04,Finishing Work,AW,Landscaping,250,Detail Design,EU,Comply with local condition,,,,,,,,,,,,,,,,,,,,,,,,Lot,Lot,A04AW250,A04AW250-00001
